company_id,industry_sector,revenue,cogs,gross_profit,operating_profit,net_profit,ebitda,interest_expense,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,liquid_assets,cash,inventory,accounts_payable,share_price,shares_outstanding,dividends_per_share,annualized_portfolio_return,benchmark_return,risk_free_rate,daily_return_stdev,downside_deviation,market_covariance,market_variance,correlation_to_benchmark,tracking_error,historical_peak_value,historical_trough_value,var_95_amount,total_gross_loan_amount,days_past_due,provision_for_credit_losses,net_profit_margin,roa,roe,cash_ratio,quick_ratio,current_ratio,inventory_turnover,asset_turnover,payable_turnover,debt_to_assets,debt_to_equity,interest_coverage,dscr,eps,pe_ratio,dividend_yield,volatility_annualized,alpha,beta,sharpe_ratio,treynor_ratio,max_drawdown,sortino_ratio,r_squared,npl_status,cost_of_risk,is_default,portfolio_weight
COMP_00045,Consumer Discretionary,2525.07,1650.47,874.6,695.76,476.02,991.07,30.66,2518.18,925.27,1592.91,1436.32,457.69,781.27,264.04,124.6,143.52,7.25,160.57,0.94,0.1672,0.0764,0.04,0.008465,0.1394,0.040486,0.025241,0.8712,0.0595,13.52,8.06,12.45,771.41,0,27.92,0.1885,0.189,0.2988,0.5769,1.707,3.1382,13.2461,1.0027,11.4999,0.3674,0.5809,22.6928,9.1935,2.9646,2.45,0.1297,0.1344,0.0908,1.604,0.9464,0.0793,0.4038,0.9125,0.759,0,0.0362,1,0.00016458
COMP_00046,Utilities,189.68,111.59,78.09,59.81,43.63,74.08,9.47,448.17,171.37,276.8,144.79,62.97,127.81,45.66,39.83,18.29,56.19,70.14,0.0,0.0925,0.0653,0.04,0.014345,0.1855,0.087608,0.058988,0.6191,0.0475,67.22,62.26,4.3,74.19,0,3.56,0.23,0.0974,0.1576,0.7251,2.0297,2.2993,2.8017,0.4232,6.1011,0.3824,0.6191,6.3157,4.3863,0.622,90.34,0.0,0.2277,0.0272,1.4852,0.2306,0.0353,0.0738,0.283,0.3833,0,0.048,0,1.583e-05
COMP_00047,Healthcare,268.62,210.29,58.33,30.17,20.07,39.47,11.26,445.42,181.5,263.92,225.22,79.47,156.46,94.35,22.15,42.6,25.99,41.83,0.31,0.0493,0.0824,0.04,0.017113,0.3242,0.11206,0.059199,0.6838,0.0702,44.63,34.98,3.27,146.76,0,6.54,0.0747,0.0451,0.076,1.1872,1.9688,2.834,9.4939,0.6031,4.9364,0.4075,0.6877,2.6794,1.5218,0.4798,54.17,0.0119,0.2717,-0.0331,1.8929,0.0342,0.0049,0.2162,0.0287,0.4676,0,0.0446,0,3.131e-05
COMP_00048,Real Estate,4342.72,1589.67,2753.05,2255.96,1375.45,2472.7,332.04,11477.51,4775.21,6702.3,4785.68,1159.93,3173.8,1646.93,678.58,686.17,25.31,87.44,0.81,0.1092,0.0461,0.04,0.012295,0.1475,0.020526,0.012159,0.6812,0.0239,31.14,22.62,2.17,632.28,0,15.56,0.3167,0.1198,0.2052,1.4199,2.7362,4.1258,2.3426,0.3784,2.3167,0.416,0.7125,6.7942,6.2558,15.7302,1.61,0.032,0.1952,0.0631,1.6881,0.3545,0.041,0.2736,0.4692,0.464,0,0.0246,0,0.00013489
COMP_00049,Utilities,1632.08,1096.65,535.43,223.13,183.16,308.05,113.79,4689.89,2561.69,2128.2,2547.82,1159.51,2102.08,980.03,382.17,582.16,156.69,232.64,0.08,0.0236,0.0439,0.04,0.003912,0.0342,0.019225,0.016463,0.9595,0.0358,251.82,199.81,5.63,850.42,0,4.63,0.1122,0.0391,0.0861,0.8452,1.8129,2.1973,2.8695,0.348,1.8838,0.5462,1.2037,1.9609,1.5493,0.7873,199.02,0.0005,0.0621,-0.0203,1.1678,-0.2641,-0.014,0.2065,-0.4795,0.9206,0,0.0054,0,0.00018143
COMP_00050,Real Estate,2079.91,1521.4,558.51,192.46,129.45,318.1,127.11,3572.54,2076.44,1496.1,809.35,725.55,653.63,184.19,280.94,384.13,138.44,57.58,0.0,-0.0205,0.0266,0.04,0.018932,0.2997,0.020885,0.021721,0.6168,0.0114,188.91,140.44,6.83,658.67,0,23.93,0.0622,0.0362,0.0865,0.2539,0.9009,1.1155,5.4154,0.5822,3.9606,0.5812,1.3879,1.5141,1.6484,2.2482,61.58,0.0,0.3005,-0.0471,0.9615,-0.2013,-0.0629,0.2566,-0.2019,0.3804,0,0.0363,0,0.00014052
COMP_00051,Consumer Staples,345.43,252.08,93.35,58.53,46.38,70.25,10.78,626.34,282.34,344.0,293.8,94.21,231.32,166.33,66.68,42.22,19.32,489.57,0.06,0.0222,0.0038,0.04,0.034984,0.3938,0.009961,0.028464,0.7461,0.0202,33.48,28.08,1.67,103.35,19,4.14,0.1343,0.074,0.1348,1.7655,2.4554,3.1186,3.7804,0.5515,5.9706,0.4508,0.8208,5.4295,3.327,0.0947,204.01,0.0031,0.5554,0.0184,0.35,-0.032,-0.0509,0.1613,-0.0452,0.5567,0,0.0401,0,2.205e-05
COMP_00052,Healthcare,337.92,267.98,69.94,47.34,35.33,85.0,27.47,709.07,595.44,113.63,380.65,352.48,296.7,195.13,107.83,145.05,61.56,81.65,0.32,0.0046,0.1138,0.04,0.004989,0.0787,0.006804,0.042672,0.2758,0.0095,141.27,44.49,3.82,213.51,81,9.73,0.1046,0.0498,0.3109,0.5536,0.8417,1.0799,2.4852,0.4766,1.8475,0.8397,5.2402,1.7233,1.7411,0.4327,142.27,0.0052,0.0792,-0.1092,0.1594,-0.447,-0.2221,0.6851,-0.4498,0.0761,0,0.0456,0,4.555e-05
COMP_00053,Consumer Discretionary,3602.96,2574.38,1028.58,694.02,584.22,969.29,199.78,4444.94,2709.37,1735.57,2358.55,1010.52,1611.99,389.16,510.89,493.77,34.15,43.92,0.0,0.1993,0.1299,0.04,0.022685,0.1992,0.022208,0.028257,0.5483,0.0156,49.4,43.77,1.74,1271.97,0,10.02,0.1622,0.1314,0.3366,0.3851,1.5952,2.334,5.039,0.8106,5.2137,0.6095,1.5611,3.4739,2.9644,13.3019,2.57,0.0,0.3601,0.0694,0.7859,0.4424,0.2027,0.114,0.7997,0.3006,0,0.0079,0,0.00027137
COMP_00054,Energy,3812.55,3103.05,709.5,-419.38,-342.22,-74.79,635.17,10828.15,8249.53,2578.62,6841.19,3887.31,6222.48,2419.32,2359.85,833.07,65.65,85.59,0.41,-0.1713,0.0778,0.04,0.003,0.0567,0.009447,0.056866,0.8949,0.0431,161.44,73.87,9.76,4313.48,0,173.21,-0.0898,-0.0316,-0.1327,0.6224,1.6007,1.7599,1.3149,0.3521,3.7248,0.7619,3.1992,-0.6603,-0.0701,-3.9984,,0.0062,0.0476,-0.2491,0.1661,-4.4391,-1.2721,0.5424,-3.7266,0.8008,0,0.0402,1,0.00092025
COMP_00055,Materials,297.08,153.39,143.69,94.04,72.42,104.75,27.96,520.66,442.95,77.71,93.31,199.81,83.03,41.71,9.63,44.87,24.22,568.48,0.0,0.1842,0.1011,0.04,0.023782,0.3991,0.059053,0.033806,0.7619,0.0135,42.34,27.74,16.47,137.89,0,2.4,0.2438,0.1391,0.9319,0.2087,0.4155,0.467,15.9283,0.5706,3.4185,0.8507,5.7,3.3634,2.509,0.1274,190.11,0.0,0.3775,0.0831,1.7468,0.382,0.0826,0.3448,0.3613,0.5805,0,0.0174,0,2.942e-05
COMP_00056,Financials,236.22,142.11,94.11,31.08,23.76,39.32,4.17,275.67,98.15,177.52,89.01,23.72,51.73,23.04,20.6,11.26,11.38,233.48,0.0,0.4241,0.0434,0.04,0.003,0.0468,0.032838,0.037867,0.5681,0.0192,14.35,12.28,18.62,94.29,0,4.28,0.1006,0.0862,0.1338,0.9713,2.1809,3.7525,6.8985,0.8569,12.6208,0.356,0.5529,7.4532,2.8914,0.1018,111.79,0.0,0.0476,0.3807,0.8672,8.0693,0.4429,0.1443,8.2073,0.3227,0,0.0454,0,2.012e-05
COMP_00057,Technology,962.65,343.7,618.95,366.55,229.13,446.24,87.18,2385.46,1259.81,1125.65,926.22,628.86,780.42,318.85,267.88,210.06,32.02,14.35,0.06,0.1036,0.0598,0.04,0.016081,0.2425,0.042548,0.041315,0.7733,0.0489,64.06,33.06,5.94,318.5,0,9.42,0.238,0.0961,0.2036,0.507,1.241,1.4729,1.283,0.4035,1.6362,0.5281,1.1192,4.2045,3.749,15.9672,2.01,0.0019,0.2553,0.0438,1.0298,0.2491,0.0618,0.4839,0.2623,0.598,0,0.0296,0,6.795e-05
COMP_00058,Consumer Discretionary,420.22,148.54,271.68,196.93,130.87,243.09,6.17,538.78,286.41,252.37,164.26,94.3,146.21,90.25,39.19,37.3,63.38,13.13,0.09,0.0695,0.0682,0.04,0.015334,0.1457,0.045065,0.031272,0.2975,0.0511,145.77,137.27,4.98,150.02,0,2.37,0.3114,0.2429,0.5186,0.9571,1.5505,1.7419,3.7903,0.7799,3.9823,0.5316,1.1349,31.9173,11.4817,9.9673,6.36,0.0014,0.2434,0.0013,1.4411,0.1212,0.0205,0.0583,0.2025,0.0885,0,0.0158,0,3.201e-05
COMP_00059,Healthcare,409.85,192.66,217.19,124.29,75.44,156.08,5.75,457.3,219.69,237.61,139.43,114.15,103.18,19.13,44.49,58.54,29.65,44.44,0.0,-0.0371,0.0557,0.04,0.02231,0.2129,0.04687,0.041731,0.8278,0.0345,50.95,21.59,2.17,100.3,0,4.84,0.1841,0.165,0.3175,0.1676,0.9039,1.2215,4.3304,0.8962,3.2911,0.4804,0.9246,21.6157,9.891,1.6976,17.47,0.0,0.3542,-0.0928,1.1231,-0.2177,-0.0686,0.5763,-0.3621,0.6853,0,0.0483,0,2.14e-05
COMP_00060,Materials,244.29,97.81,146.48,122.49,85.77,149.12,7.6,497.94,127.37,370.57,118.54,56.43,83.64,38.17,27.29,24.31,64.08,535.9,0.07,-0.1603,0.0927,0.04,0.023591,0.2074,0.0024,0.01448,0.8282,0.0506,149.72,65.44,4.82,173.73,0,8.51,0.3511,0.1722,0.2315,0.6764,1.4822,2.1007,3.5841,0.4906,4.0234,0.2558,0.3437,16.1171,5.9712,0.16,400.5,0.0011,0.3745,-0.253,0.1657,-0.5348,-1.2088,0.5629,-0.9658,0.6859,0,0.049,0,3.706e-05
COMP_00061,Consumer Discretionary,625.08,300.1,324.98,186.15,146.98,250.53,41.63,1423.49,1110.87,312.62,792.14,363.07,609.58,195.32,236.0,189.56,91.73,69.04,0.84,0.0263,0.0825,0.04,0.012701,0.2086,0.026476,0.035103,0.8086,0.0539,198.0,124.6,31.73,510.34,0,23.79,0.2351,0.1033,0.4702,0.538,1.679,2.1818,1.2716,0.4391,1.5831,0.7804,3.5534,4.4715,2.7036,2.1289,43.09,0.0092,0.2016,-0.0562,0.7542,-0.068,-0.0182,0.3707,-0.0657,0.6538,0,0.0466,0,0.00010888
COMP_00062,Healthcare,274.34,120.3,154.04,121.64,93.43,131.74,14.0,563.23,181.65,381.58,340.21,62.22,166.6,34.15,34.95,22.88,85.03,28.61,0.46,0.0713,0.0885,0.04,0.009868,0.1566,0.012418,0.026511,0.6275,0.0536,99.61,34.88,4.96,78.22,0,2.15,0.3406,0.1659,0.2449,0.5489,2.6776,5.4679,3.4421,0.4871,5.2579,0.3225,0.476,8.6886,6.037,3.2656,26.04,0.0054,0.1566,-0.0172,0.4684,0.1999,0.0668,0.6498,0.1999,0.3938,0,0.0275,0,1.669e-05
COMP_00063,Industrials,294.57,107.3,187.27,111.27,85.68,125.46,27.38,661.11,593.06,68.05,126.38,292.14,56.62,25.6,16.25,92.02,48.24,448.78,1.58,-0.2,0.122,0.04,0.010725,0.1883,0.026392,0.020102,0.2286,0.04,110.11,34.18,10.63,46.87,0,0.4,0.2909,0.1296,1.2591,0.0876,0.1938,0.4326,6.6031,0.4456,1.1661,0.8971,8.7151,4.0639,3.9124,0.1909,252.7,0.0328,0.1703,-0.322,1.3129,-1.4093,-0.1828,0.6896,-1.2746,0.0523,0,0.0085,0,1e-05
COMP_00064,Industrials,1568.81,1262.35,306.46,195.18,149.97,335.11,56.94,1653.77,1244.33,409.44,376.15,522.65,320.13,83.68,68.92,153.63,11.53,159.51,0.28,-0.0434,0.0377,0.04,0.012653,0.1918,0.012176,0.011887,0.8321,0.0092,13.5,9.88,24.34,394.68,0,14.21,0.0956,0.0907,0.3663,0.1601,0.6125,0.7197,18.3162,0.9486,8.2168,0.7524,3.0391,3.4278,3.476,0.9402,12.26,0.0243,0.2009,-0.0811,1.0243,-0.4151,-0.0814,0.2681,-0.4348,0.6924,0,0.036,0,8.42e-05
COMP_00065,Real Estate,1026.35,363.44,662.91,413.21,281.71,484.97,72.14,1895.91,1188.75,707.16,500.95,555.55,358.34,113.9,153.03,140.37,6.83,42.43,0.02,-0.0719,0.0352,0.04,0.016725,0.2063,0.042376,0.049045,0.2398,0.0456,10.78,6.46,41.85,317.84,0,14.25,0.2745,0.1486,0.3984,0.205,0.645,0.9017,2.375,0.5413,2.5892,0.627,1.681,5.7279,4.6666,6.6394,1.03,0.0029,0.2655,-0.1071,0.864,-0.4215,-0.1295,0.4007,-0.5424,0.0575,0,0.0448,0,6.781e-05
COMP_00066,Consumer Discretionary,1962.26,1408.98,553.28,406.14,291.32,516.35,72.03,3111.05,1090.4,2020.65,1258.4,287.13,588.15,282.05,223.95,61.65,53.05,31.72,1.1,0.2285,0.0651,0.04,0.017048,0.3059,0.01593,0.016069,0.9521,0.1042,127.15,96.88,11.31,929.67,0,36.62,0.1485,0.0936,0.1442,0.9823,2.0484,4.3827,6.2915,0.6307,22.8545,0.3505,0.5396,5.6385,3.1295,9.1841,5.78,0.0207,0.2706,0.1634,0.9913,0.6966,0.1902,0.2381,0.6162,0.9065,0,0.0394,0,0.00019834
COMP_00067,Industrials,151.59,64.59,87.0,46.03,34.69,56.29,12.66,445.89,260.85,185.04,243.27,134.28,153.01,119.79,57.96,29.71,61.88,156.31,0.0,0.144,0.0745,0.04,0.01054,0.1559,0.016381,0.018548,0.7015,0.0674,86.84,79.99,5.7,23.21,0,0.8,0.2288,0.0778,0.1875,0.8921,1.1395,1.8117,1.1144,0.34,2.174,0.585,1.4097,3.6359,3.7574,0.2219,278.86,0.0,0.1673,0.0695,0.8832,0.6216,0.1178,0.0789,0.6671,0.4921,0,0.0345,0,4.95e-06
COMP_00068,Healthcare,1109.71,894.55,215.16,75.28,61.18,153.04,13.91,1008.92,423.46,585.46,187.38,138.96,105.69,62.86,31.62,42.86,33.39,21.97,0.0,0.0422,0.1018,0.04,0.019002,0.1608,0.010123,0.018408,0.2125,0.0591,33.86,30.91,17.1,293.52,0,9.0,0.0551,0.0606,0.1045,0.4524,0.7606,1.3484,28.2906,1.0999,20.8714,0.4197,0.7233,5.4119,3.5375,2.7847,11.99,0.0,0.3016,-0.0596,0.5499,0.0073,0.004,0.0871,0.0137,0.0452,0,0.0307,0,6.262e-05
COMP_00069,Real Estate,13236.92,10541.86,2695.06,-132.32,-111.74,1349.55,529.9,19276.23,7980.55,11295.68,9029.11,3574.84,7959.28,2640.52,2633.94,1113.08,40.87,34.47,0.31,0.1187,0.0764,0.04,0.020315,0.364,0.044127,0.059021,0.283,0.0912,67.06,52.73,19.55,4599.52,0,221.21,-0.0084,-0.0058,-0.0099,0.7386,2.2265,2.5257,4.0023,0.6867,9.4709,0.414,0.7065,-0.2497,1.3634,-3.2417,,0.0076,0.3225,0.0423,0.7476,0.244,0.1053,0.2137,0.2162,0.0801,0,0.0481,0,0.00098128
COMP_00070,Healthcare,701.54,474.91,226.63,106.05,84.34,133.63,62.37,2014.89,1590.14,424.75,452.68,390.97,307.36,122.5,49.83,137.9,30.69,65.33,1.84,0.0478,0.044,0.04,0.034371,0.6063,0.011957,0.022669,0.6931,0.0387,74.03,42.97,2.15,329.02,0,16.09,0.1202,0.0419,0.1986,0.3133,0.7861,1.1578,9.5306,0.3482,3.4439,0.7892,3.7437,1.7003,1.4026,1.291,23.77,0.06,0.5456,0.0038,0.5275,0.0143,0.0148,0.4196,0.0129,0.4804,0,0.0489,0,7.019e-05
COMP_00071,Real Estate,2950.41,2024.33,926.08,508.37,418.46,671.16,132.69,8744.11,4349.49,4394.62,5558.88,1429.1,3989.23,1651.49,1268.15,624.01,34.99,34.9,0.0,0.3066,0.0126,0.04,0.025351,0.4147,0.023058,0.019314,0.9783,0.0299,57.27,34.13,5.39,2192.72,0,74.73,0.1418,0.0479,0.0952,1.1556,2.7914,3.8898,1.5963,0.3374,3.2441,0.4974,0.9897,3.8313,1.9069,11.9903,2.92,0.0,0.4024,0.294,1.1938,0.6625,0.2233,0.4041,0.6429,0.9571,0,0.0341,0,0.0004678
COMP_00072,Consumer Discretionary,2919.62,1029.66,1889.96,1272.87,832.0,1501.71,240.0,7634.17,4145.13,3489.04,4575.82,1904.88,2422.48,605.29,1022.09,959.53,44.93,22.98,0.12,0.1142,0.0604,0.04,0.019055,0.3478,0.080781,0.058462,0.2699,0.0073,52.17,31.31,3.27,2878.49,0,48.99,0.285,0.109,0.2385,0.3178,1.2717,2.4022,1.0074,0.3824,1.0731,0.543,1.188,5.3036,2.845,36.2054,1.24,0.0027,0.3025,0.0538,1.3818,0.2453,0.0537,0.3998,0.2133,0.0728,0,0.017,0,0.00061411
COMP_00073,Materials,3097.15,2609.15,488.0,-400.51,-329.17,-112.95,60.78,2995.55,2390.23,605.32,1871.59,740.21,1571.17,399.75,319.99,206.58,68.26,81.99,0.01,0.055,0.0899,0.04,0.013072,0.1617,0.015032,0.041361,0.2529,0.024,111.24,95.42,2.69,1078.67,0,26.38,-0.1063,-0.1099,-0.5438,0.54,2.1226,2.5285,8.1538,1.0339,12.6302,0.7979,3.9487,-6.5895,-0.6697,-4.0148,,0.0001,0.2075,-0.0349,0.3634,0.0723,0.0413,0.1422,0.0928,0.064,0,0.0245,1,0.00023013
COMP_00074,Energy,1339.42,1056.69,282.73,201.94,135.09,318.14,65.52,2725.69,836.96,1888.73,553.54,462.11,504.58,124.36,144.77,232.76,36.22,66.24,0.06,-0.0472,0.0428,0.04,0.003,0.052,0.079888,0.044124,0.7278,0.0263,89.83,74.62,71.9,969.14,0,13.31,0.1009,0.0496,0.0715,0.2691,1.0919,1.1979,7.2991,0.4914,4.5398,0.3071,0.4431,3.0821,1.9586,2.0394,17.76,0.0017,0.0476,-0.09,1.8105,-1.8319,-0.0482,0.1693,-1.6769,0.5297,0,0.0137,0,0.00020676
COMP_00075,Utilities,2163.11,1725.2,437.91,-167.14,-125.95,81.07,134.05,3634.61,2313.44,1321.17,1432.1,1074.57,1197.05,585.46,83.84,274.66,33.6,71.72,1.56,0.213,0.0829,0.04,0.003,0.0549,0.081876,0.050746,0.6845,0.0809,43.78,33.22,0.5,483.09,0,6.94,-0.0582,-0.0347,-0.0953,0.5448,1.114,1.3327,20.5773,0.5951,6.2812,0.6365,1.7511,-1.2468,0.4446,-1.7561,,0.0464,0.0476,0.1301,1.6134,3.6345,0.1072,0.2412,3.1512,0.4685,0,0.0144,1,0.00010306
COMP_00076,Materials,2537.2,1724.34,812.86,299.66,249.21,557.45,323.54,6531.25,4087.52,2443.73,1519.32,2240.42,1019.57,599.73,459.52,1334.12,29.51,7.63,1.26,-0.3514,0.1078,0.04,0.020956,0.3505,0.01456,0.037313,0.8775,0.0331,69.95,50.67,4.17,1249.39,0,18.15,0.0982,0.0382,0.102,0.2677,0.4551,0.6781,3.7525,0.3885,1.2925,0.6258,1.6727,0.9262,1.243,32.6619,0.9,0.0427,0.3327,-0.4592,0.3902,-1.1764,-1.0031,0.2756,-1.1167,0.77,0,0.0145,1,0.00026655
COMP_00077,Consumer Staples,2350.86,1228.07,1122.79,530.78,343.32,719.17,45.97,2165.27,1139.78,1025.49,974.76,408.22,837.61,447.26,150.49,128.19,39.86,171.07,0.09,-0.1245,0.016,0.04,0.015148,0.2433,0.036373,0.03714,0.8727,0.027,46.95,22.62,11.11,163.31,0,0.88,0.146,0.1586,0.3348,1.0956,2.0519,2.3878,8.1605,1.0857,9.5801,0.5264,1.1114,11.5462,11.5435,2.0069,19.86,0.0023,0.2405,-0.1405,0.9793,-0.684,-0.168,0.5182,-0.6761,0.7616,0,0.0054,0,3.484e-05
COMP_00078,Healthcare,286.89,228.6,58.29,16.41,11.57,30.56,21.87,353.93,279.38,74.55,94.28,59.67,47.46,37.28,27.14,31.92,6.67,8.32,1.21,0.3162,0.1104,0.04,0.00704,0.0838,0.031273,0.059915,0.6927,0.0083,7.75,4.98,14.28,33.83,0,0.17,0.0403,0.0327,0.1552,0.6248,0.7954,1.58,8.423,0.8106,7.1617,0.7894,3.7476,0.7503,1.2102,1.3906,4.8,0.1814,0.1118,0.2058,0.522,2.4705,0.5291,0.3574,3.2959,0.4798,0,0.005,0,7.22e-06
COMP_00079,Consumer Staples,141.34,70.07,71.27,47.53,37.6,57.51,6.58,265.19,228.83,36.36,141.96,98.5,65.64,15.22,20.09,27.2,68.77,75.88,0.82,-0.2337,0.1165,0.04,0.013655,0.1598,0.028371,0.044495,0.4339,0.0148,73.75,38.4,8.64,35.22,0,1.45,0.266,0.1418,1.0341,0.1545,0.6664,1.4412,3.4878,0.533,2.5761,0.8629,6.2935,7.2234,5.6929,0.4955,138.79,0.0119,0.2168,-0.3502,0.6376,-1.2625,-0.4293,0.4793,-1.7128,0.1883,0,0.0412,0,7.51e-06
COMP_00080,Materials,169.98,107.32,62.66,17.24,10.8,32.95,2.42,194.94,107.7,87.24,92.01,36.15,58.98,46.67,9.79,20.98,28.42,546.03,0.0,-0.0471,0.0298,0.04,0.010653,0.1909,-0.00887,0.045576,0.739,0.0449,35.27,23.82,8.14,70.04,0,1.8,0.0635,0.0554,0.1238,1.291,1.6315,2.5452,10.9622,0.872,5.1153,0.5525,1.2345,7.124,3.4964,0.0198,1435.35,0.0,0.1691,-0.0769,-0.1946,-0.5151,0.4476,0.3246,-0.4563,0.5461,0,0.0257,0,1.494e-05
COMP_00081,Real Estate,792.99,317.09,475.9,354.01,296.9,437.6,22.14,1842.89,1007.13,835.76,803.14,381.98,401.44,181.99,134.0,202.7,17.69,138.2,0.07,0.1637,0.1114,0.04,0.013933,0.1384,-0.003899,0.014408,0.3437,0.006,42.69,38.2,1.86,169.55,0,1.07,0.3744,0.1611,0.3552,0.4764,1.0509,2.1026,2.3663,0.4303,1.5643,0.5465,1.205,15.9896,11.1932,2.1483,8.23,0.004,0.2212,0.0523,-0.2706,0.5592,-0.4571,0.1052,0.8938,0.1181,0,0.0063,0,3.617e-05
COMP_00082,Utilities,2236.6,1813.83,422.77,11.99,9.59,272.28,160.86,5827.88,3358.85,2469.03,3278.84,1586.87,1778.9,519.64,948.27,545.5,99.65,41.62,0.74,0.1207,0.0706,0.04,0.007244,0.0609,0.014335,0.015714,0.2799,0.014,222.42,146.54,2.89,1007.28,0,42.67,0.0043,0.0016,0.0039,0.3275,1.121,2.0662,1.9128,0.3838,3.3251,0.5763,1.3604,0.0745,1.0409,0.2304,432.51,0.0074,0.115,0.0501,0.9122,0.7017,0.0885,0.3412,1.3251,0.0783,0,0.0424,1,0.0002149
COMP_00083,Utilities,291.4,122.5,168.9,152.86,101.19,177.48,12.32,684.77,493.06,191.71,274.0,236.8,197.78,150.93,71.53,87.28,26.59,33.33,1.46,0.0284,0.0806,0.04,0.020019,0.3014,0.043779,0.035385,0.7416,0.0164,39.89,37.84,10.57,41.38,0,1.06,0.3473,0.1478,0.5278,0.6374,0.8352,1.1571,1.7126,0.4255,1.4035,0.72,2.5719,12.4075,10.7838,3.036,8.76,0.0549,0.3178,-0.0522,1.2372,-0.0365,-0.0094,0.0514,-0.0385,0.55,0,0.0256,0,8.83e-06
COMP_00084,Technology,3323.47,1536.93,1786.54,1488.59,1001.31,1745.9,204.03,5877.97,4021.94,1856.03,1674.79,848.72,1041.97,473.68,285.23,171.05,14.33,49.73,0.44,-0.0137,0.0093,0.04,0.01242,0.1451,0.028469,0.046436,0.531,0.0556,17.32,10.82,16.29,834.17,0,18.67,0.3013,0.1703,0.5395,0.5581,1.2277,1.9733,5.3884,0.5654,8.9853,0.6842,2.167,7.2959,6.0738,20.1349,0.71,0.0307,0.1972,-0.023,0.6131,-0.2723,-0.0876,0.3753,-0.3701,0.282,0,0.0224,0,0.00017796
COMP_00085,Utilities,600.2,377.57,222.63,96.33,74.91,115.29,25.68,1640.02,647.55,992.47,754.99,328.77,661.55,248.59,250.17,98.82,59.96,176.46,0.0,-0.0796,0.0552,0.04,0.022507,0.3612,0.040212,0.047693,0.7872,0.0218,110.41,45.4,9.04,540.1,0,3.4,0.1248,0.0457,0.0755,0.7561,2.0122,2.2964,1.5093,0.366,3.8208,0.3948,0.6525,3.7512,1.4467,0.4245,141.25,0.0,0.3573,-0.1348,0.8431,-0.3347,-0.1419,0.5888,-0.3311,0.6197,0,0.0063,0,0.00011523
COMP_00086,Energy,607.1,444.43,162.67,23.5,19.61,45.65,7.83,669.58,195.2,474.38,420.85,77.57,220.56,63.74,72.65,24.49,22.61,102.16,1.4,0.1222,0.0614,0.04,0.012852,0.2445,0.051445,0.049174,0.261,0.0378,26.8,25.1,11.59,250.38,0,5.21,0.0323,0.0293,0.0413,0.8217,2.8434,5.4254,6.1174,0.9067,18.1474,0.2915,0.4115,3.0013,1.3889,0.192,117.76,0.0619,0.204,0.0608,1.0462,0.4029,0.0786,0.0634,0.3362,0.0681,0,0.0208,0,5.342e-05
COMP_00087,Utilities,402.09,265.25,136.84,58.17,36.97,75.88,27.82,551.97,478.57,73.4,248.71,202.28,235.84,76.44,38.61,77.09,24.52,57.18,0.19,-0.0134,0.1002,0.04,0.015952,0.1651,0.078538,0.045641,0.9735,0.0415,49.32,20.25,55.39,107.38,0,0.61,0.0919,0.067,0.5037,0.3779,1.1659,1.2295,6.87,0.7285,3.4408,0.867,6.52,2.0909,1.9679,0.6466,37.92,0.0077,0.2532,-0.1136,1.7208,-0.2109,-0.031,0.5894,-0.3234,0.9477,0,0.0057,0,2.291e-05
COMP_00088,Materials,114.23,53.24,60.99,51.19,39.5,55.18,2.68,214.41,89.99,124.42,99.66,28.72,59.56,46.84,9.31,7.34,65.75,155.55,0.15,-0.2825,0.0583,0.04,0.013895,0.1597,0.020514,0.015863,0.6013,0.0736,152.86,103.15,4.66,31.71,0,0.36,0.3458,0.1842,0.3175,1.6309,2.0738,3.4701,5.7186,0.5328,7.2534,0.4197,0.7233,19.1007,9.4309,0.2539,258.96,0.0023,0.2206,-0.3408,1.2932,-1.4619,-0.2494,0.3252,-2.0194,0.3616,0,0.0114,0,6.77e-06
COMP_00089,Technology,1444.01,506.08,937.93,704.94,564.71,800.36,59.26,1350.07,897.92,452.15,833.5,330.73,569.67,198.01,59.25,129.48,72.8,15.14,0.0,-0.1103,0.0469,0.04,0.010131,0.1476,0.060602,0.051696,0.896,0.0533,129.93,100.33,9.98,338.95,162,22.57,0.3911,0.4183,1.2489,0.5987,1.7225,2.5202,8.5414,1.0696,3.9086,0.6651,1.9859,11.8957,8.5917,37.2992,1.95,0.0,0.1608,-0.1572,1.1723,-0.9347,-0.1282,0.2278,-1.0183,0.8028,1,0.0666,1,7.231e-05
COMP_00090,Materials,8562.96,6238.76,2324.2,1135.89,818.96,1652.4,374.72,8652.95,6822.72,1830.23,3527.27,3303.22,1667.63,1310.05,546.62,1543.88,11.28,30.65,0.85,0.1622,0.036,0.04,0.003,0.046,0.036482,0.048337,0.5752,0.0626,15.2,9.34,12.98,516.41,0,12.52,0.0956,0.0946,0.4475,0.3966,0.5048,1.0678,11.4133,0.9896,4.041,0.7885,3.7278,3.0313,3.8756,26.7197,0.42,0.0754,0.0476,0.1262,0.7547,2.5672,0.1619,0.3855,2.6565,0.3309,0,0.0242,0,0.00011017
